 ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Total Asset Return Growth Rate Ratio, Debt ratio %, Net worth/Assets, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Operating profit per person, Working Capital to Total Assets, Quick Assets/Total Assets, Cash/Total Assets, Current Liability to Assets, Retained Earnings to Total Assets, CFO to Assets, Current Liability to Current Assets, Net Income to Total Assets, Gross Profit to Sales, Equity to Liability,Bankrupt?
0.50275435089943,0.57048626253816,0.558220461480807,0.6131322158001701,0.6131322158001701,0.0,0.2220723947579119,0.2220723947579119,0.2220723947579119,0.2422236929185969,0.114241511277583,0.190253822399638,0.264089951900288,0.134171780995858,0.8658282190041421,0.114262217662481,0.18927682678531,0.396881572103752,0.862724408682677,0.6390933122634771,0.1182846149836649,0.125880273548787,0.941286780878416,0.576388867646187,0.0240912195259437,0.8167601282885041,0.613127969299244,0.027523367642635,0
0.495441914883245,0.551406454426515,0.546442529043311,0.6069776157050409,0.606638896496058,0.276647433950805,0.179638447600185,0.179638447600185,0.179638447600185,0.223787463363903,0.1126129793990719,0.176545906454771,0.264138129317512,0.172174018199958,0.827825981800042,0.112625596430374,0.175544830706583,0.397706971800728,0.7463268853940951,0.330567355711036,0.0265759384572195,0.129158497777272,0.9341402612874572,0.5840499468682671,0.0501933719021355,0.802517589280462,0.6069737807405171,0.0206550500776167,0
0.427923755667138,0.525294374182294,0.510626907222014,0.603979590365961,0.603979590365961,0.0,0.168640175298133,0.168640175298133,0.168640175298133,0.212158457029403,0.0876150150639199,0.161482262559313,0.265452906574663,0.089488163981014,0.910511836018986,0.0876284462683407,0.163283311967423,0.388627575133986,0.914311775823782,0.362906907677349,0.0881936030195967,0.0954947221163094,0.924844107204272,0.321764820932701,0.0164064245263404,0.792870854691347,0.6039753627853679,0.0427238027879205,0
0.490566957539122,0.562854339293502,0.549012259756946,0.6196903962294069,0.6199714611049449,0.0,0.185790737853441,0.185790737853441,0.185790737853441,0.225583813935899,0.1031674945037049,0.177525043307976,0.264282661569185,0.080357952655924,0.9196420473440758,0.1029524321331439,0.1765930171178639,0.3966554352004699,0.781983191899076,0.1133470245560129,0.0605640366803342,0.0799675974300071,0.939152355948913,0.595537444424488,0.0335265247459129,0.8148338828373242,0.619688256348176,0.0477973268316861,0
0.548335202066982,0.609136502398604,0.588896621874833,0.62093717119013,0.62093717119013,0.210851300738941,0.1988116809236859,0.1988116809236859,0.1988116809236859,0.248841826604897,0.130526830062699,0.2068991489041199,0.264471485962499,0.0804486501194183,0.919551349880582,0.129724624228508,0.205693386622427,0.401992266117908,0.853396836416178,0.5375693281821211,0.134935252751697,0.0839498003301345,0.950588412058317,0.75032614410733,0.0202691079582314,0.848101615952849,0.6079454221890144,0.0477334663490986,0
0.480914541997758,0.5433384212821629,0.536484822527973,0.598891595439542,0.598891595439542,0.0,0.167881673760061,0.167881673760061,0.167881673760061,0.214900255270871,0.0977119127106913,0.171273631091361,0.2639034586723239,0.151253136620612,0.8869092247958227,0.0975621671796375,0.170258653193575,0.394314918251509,0.766243350153214,0.154682138434789,0.027512047336305,0.0573665752072185,0.929182323654454,0.57448703608473,0.0369816438751955,0.7996476893542109,0.598889510362024,0.0240200190506334,0
0.476527080388047,0.537287396423899,0.5535202729161584,0.60170945098661,0.60170945098661,0.431318959408847,0.17348615734693,0.17348615734693,0.17348615734693,0.21991112791907,0.100073283934533,0.173683814114634,0.26416998857729,0.2124739244792449,0.787526075520755,0.1000374550132719,0.17270944875952,0.392370140883291,0.7879850731723911,0.8328869103664499,0.0479551321149978,0.220440296416433,0.93399534418362,0.511230125357545,0.03155530469097972,0.7982172823298872,0.601705641722144,0.0159977547235787,0
0.500853117535222,0.56132795464457,0.556882060067455,0.613514175759236,0.613514175759236,0.0,0.260376722430576,0.260376722430576,0.260376722430576,0.230311052283256,0.103656054067258,0.184454319499887,0.264305973222681,0.0401487438401306,0.959851256159869,0.10362825085088,0.1818414900837039,0.394473214083806,0.8687525220826049,0.48590297207591,0.3160690302910189,0.0447226652678958,0.936280245914411,0.577003551273263,0.0120738814175028,0.8105194689927021,0.613512540713974,0.0948877369980472,0
0.530297859893726,0.604012211077192,0.5894319824401729,0.60501016157627,0.605002954784589,0.0,0.193165058362479,0.193165058362479,0.193165058362479,0.24146733478302,0.107157397606058,0.191232959252843,0.264045659758647,0.0755207546028963,0.924479245397104,0.1069666324686109,0.189887640449438,0.3956491259808689,0.774518431096037,0.262624273570938,0.0339808820349505,0.0542892838105145,0.947696369480453,0.5986932947986989,0.0323206695062342,0.838511853804289,0.605010202861938,0.0509602247219879,0
0.570272510115536,0.620366332315744,0.6147545371807911,0.6111287277129971,0.6111287277129971,0.135742484057091,0.202688466562724,0.202688466562724,0.202688466562724,0.2509218114777349,0.113671525120104,0.204639602319801,0.264647100418833,0.0762463343108504,0.92375366568915,0.113374696695816,0.201990800090491,0.400262318807806,0.757118898527905,0.2353086217061369,0.0479327998997318,0.0700019379584624,0.949621318310968,0.643281262000473,0.0437238499159175,0.845241026128221,0.6111240459459399,0.0504649850371239,0
0.522595427290011,0.559965111208024,0.5711226511055201,0.6066316897043771,0.6066316897043771,0.0,0.171589903501749,0.171589903501749,0.171589903501749,0.220951120355488,0.103004641315854,0.174813587406794,0.2639291014911689,0.126129939232699,0.8738700607673009,0.102993144104092,0.1731317396878059,0.393376450102892,0.8192814365972642,0.3878149849277039,0.0160530185119036,0.0387247095877918,0.936067244492418,0.553509433220869,0.0161014039371852,0.8072204292774878,0.606627850752374,0.0294924004747431,0
0.474528347876956,0.534398168338421,0.524117993468601,0.6044408250335122,0.6046786491589681,0.300131592266424,0.1961990645147699,0.1961990645147699,0.1961990645147699,0.215278434338659,0.0949434085172217,0.170972358213452,0.2641466769237939,0.101429996674426,0.8985700033255741,0.0948996042796424,0.169957016816228,0.39178218493476,0.795860192665025,0.4245619550867079,0.122325109704959,0.0812219249588814,0.935101556442036,0.606119531836097,0.0296980784366879,0.797114030322633,0.604438061906573,0.0374051557612279,0
0.584897382147906,0.6314326210204971,0.6170565876117571,0.6105665979619189,0.609954020669079,0.2482032594392139,0.186928490160549,0.186928490160549,0.186928490160549,0.244020043490593,0.125885514208941,0.202304737516005,0.264255464640107,0.0786347008495329,0.921365299150467,0.125897698959402,0.201364904607496,0.4008955021369939,0.8318477501804091,0.478857814626805,0.187791951862181,0.0722067540563033,0.9489848829384352,0.67593017888475,0.0212864379266863,0.847517547296116,0.610562797710223,0.048876335210931,0
0.4726758640861889,0.542411687745312,0.525884683334226,0.598228570604938,0.59809884835469,0.003441643891082,0.2203868357844169,0.2203868357844169,0.2203868357844169,0.2210456651224349,0.0927448904812312,0.175265496723657,0.264358035915487,0.112918342050367,0.887081657949633,0.0933851189603791,0.172822562401026,0.38822052870808,0.812268356414102,0.490110441864967,0.266524220287507,0.0982407436397767,0.9349360080286728,0.5784707851994929,0.0283068074476893,0.8020572592897031,0.598224976990329,0.033312427552307,0
0.462243455369765,0.5167357174007849,0.5143208951228649,0.5991005923982761,0.5991005923982761,0.0,0.174708187602714,0.174708187602714,0.174708187602714,0.211213009359932,0.0950248351111473,0.1640430820215409,0.263376615303323,0.14696012334855,0.85303987665145,0.0950054554041069,0.163064625593847,0.391454286425002,0.706059393970947,0.0957049675639846,0.0329685082395812,0.0896552122778215,0.919565297103756,0.566160144608807,0.1084368577159049,0.785205817114473,0.599101124746197,0.0248310733908119,0
0.530346609467167,0.584223724378543,0.5788853793029611,0.610804422087375,0.610018881794203,0.11505230247759533,0.184947958366693,0.184947958366693,0.184947958366693,0.230594686584098,0.1119615666476669,0.1864879114257739,0.264124142325415,0.0804788826072497,0.91952111739275,0.111966062501018,0.182972626498756,0.397186856923181,0.8825478381347759,0.50781887954452,0.20080730432736,0.0536437725688959,0.939734130523944,0.591470636060531,0.0127294273894128,0.820541882919015,0.610805993666474,0.0477199135163186,0
0.0828255252766538,0.0692869603139991,0.0883880293377589,0.646845587281454,0.646845587281454,0.0,0.127259702498841,0.127259702498841,0.127259702498841,0.187198638555356,0.0619656379773634,0.14822625593131,0.262768958202205,0.177585633521783,0.8224143664782171,0.0619717621769505,0.147258879420858,0.3763031139051579,0.697069773777165,0.262010795203726,0.0917906332591688,0.182771474120564,0.0,0.0,0.0720074259364313,0.0,0.6468410918470621,0.0199083524448709,0
0.5098717886218499,0.570540776275622,0.561700305155522,0.6045633404920799,0.6045633404920799,0.1173195667577689,0.2102313429691119,0.2102313429691119,0.2102313429691119,0.227474709274842,0.107238824199984,0.1857347292310009,0.2639726165776939,0.0632161320555068,0.9367838679444928,0.10719461950592,0.184789985672272,0.394326225096674,0.8634924626415509,0.504282018490767,0.0379652326427253,0.0473037716456216,0.956284028434261,0.5809676290147929,0.0130293108738624,0.81887359759303,0.604560495441228,0.0610194734924817,0
0.559791351825672,0.617804186655037,0.599229080785909,0.605118263451477,0.605125470243157,0.210952525559267,0.221187476296827,0.221187476296827,0.221187476296827,0.262078093977498,0.136145265043563,0.223996384725465,0.264473040072732,0.109683465852405,0.890316534147595,0.136108261273145,0.21693688258804,0.43319915877072,0.860941126404389,0.666648333884114,0.144144339420581,0.111721802376717,0.948290618887085,0.5831037374943361,0.0228404060864105,0.8401248669484301,0.605119144976506,0.0343763198756058,0
0.5922585677375319,0.629306585259485,0.62524760426147,0.620836276106603,0.61988497960478,0.254479198299423,0.204500442459231,0.204500442459231,0.204500442459231,0.2571617660962469,0.154384822082892,0.223243202530692,0.265611425818433,0.127550866160776,0.8724491338392242,0.1543472242578209,0.214388055199457,0.4139322946111579,0.860767435873321,0.7299153748209409,0.1627437220233649,0.1274461933682119,0.946727776089729,0.596563000284719,0.0244551866836435,0.839282977826032,0.6208361415153629,0.0291292481999568,0
0.585921123190172,0.6557457479284781,0.646233738422828,0.613953790051745,0.613953790051745,0.0323919425043021,0.239349374236231,0.239349374236231,0.239349374236231,0.2871324572184929,0.160736096409087,0.2314528884537169,0.264268674577088,0.0786347008495329,0.921365299150467,0.160714576514078,0.229356760425307,0.420806856470907,0.898108844659461,0.699112849791765,0.333459450516019,0.0843507731746813,0.9624709757162572,0.667478443901819,0.0161951582771349,0.8636610200667021,0.6139531187030811,0.0488792298290254,0
0.472334617072101,0.542466201482774,0.5255099309384871,0.605500223410542,0.605500223410542,0.009009009009009,0.18212464708609,0.18212464708609,0.18212464708609,0.2178311430462319,0.100887549873789,0.17270467726143,0.2653176989843889,0.142122925295523,0.857877074704477,0.100493429087889,0.171517985068999,0.5454535175595311,0.7668175623953609,0.0157745658361944,0.0015974545573121,0.148719389914172,0.932217514471646,0.6031006722177629,0.0430591735641792,0.8003968077103298,0.605498437625572,0.0257945222583844,0
0.6280407546433969,0.6946140427387699,0.6801220622088979,0.609355856959599,0.6093846841263211,0.0937341836218241,0.2200918629640549,0.2200918629640549,0.1906560176584567,0.295074217642053,0.129305431153815,0.241319575205242,0.265329354811137,0.092269552861505,0.907730447138495,0.129252365365512,0.2404117336550789,0.400251011962642,0.8323925725872199,0.5707827288830251,0.382834344487292,0.083219599622731,0.961548906685597,0.6968708336073729,0.0229115994225864,0.879259365486397,0.60935588891341,0.0413657114139124,0
0.4714571247501579,0.544537723506324,0.5211735103592271,0.60381383415731,0.6036841119070611,0.237878327765968,0.176983692216931,0.176983692216931,0.176983692216931,0.215089344804765,0.1056102923214719,0.174964223845748,0.263713857223893,0.156997309308583,0.843002690691417,0.105631279821519,0.1739838624538119,0.397005947400556,0.764710325463422,0.260598435743546,0.019187461258118,0.0878172374843766,0.9334766948076768,0.583717721358701,0.0409277900537525,0.8021701359035172,0.603813711207964,0.0230119212910411,0
0.485107005313703,0.54175752289577,0.539375769580813,0.5989204226062641,0.598891595439542,0.467051320983905,0.172601238885846,0.172601238885846,0.172601238885846,0.220762030821594,0.1074831039817599,0.170143857799202,0.263690545570397,0.200653021737159,0.799346978262841,0.10898461703024394,0.1691652213256919,0.405373012821962,0.760493568350211,0.554126055361285,0.0134601559984167,0.189838990181328,0.9325035783110048,0.5858660675489151,0.0456719265793408,0.7960881224690941,0.598918039493461,0.0171748152937481,0
0.5075805586701121,0.5775185346707371,0.563841747416885,0.5973781691866421,0.5973781691866421,0.0096163579309646,0.217352829632127,0.217352829632127,0.217352829632127,0.239765528977971,0.120755638791629,0.195074188446185,0.2649719094575379,0.140974090757928,0.859025909242072,0.12001889035452,0.189495513158887,0.4055539223445871,0.824926268928857,0.664365796801453,0.0784800724799996,0.148179278323274,0.938581753043702,0.5815638254088189,0.0308782756164348,0.817068949468435,0.5973754089982459,0.0260305287473497,0
0.495344415736362,0.553805058874836,0.5398040580330851,0.604347136741665,0.604347136741665,0.3049903836420689,0.1764780245248829,0.1764780245248829,0.1764780245248829,0.224922000567269,0.104877452976142,0.182722000451909,0.264063532026327,0.16945309429513,0.8305469057048699,0.104882179556077,0.1808988764044939,0.3952986137807829,0.8183374538223059,0.7829553302978779,0.334497970280969,0.170350007859003,0.939549256295592,0.6173974231781889,0.0333834012798012,0.8083667563205479,0.604343117850216,0.0210473292621794,0
0.519816701603861,0.57522895769734,0.569248889126827,0.610977385087707,0.610898110379221,0.164389108209333,0.216088660402006,0.216088660402006,0.1906560176584567,0.232580126689988,0.1021089487826719,0.18716577540107,0.264088397790055,0.0292045832451552,0.9707954167548448,0.102089338349048,0.1861850539175019,0.397141629542525,0.841265113150975,0.3837146512680829,0.0631778584575337,0.0285284133473149,0.940383045499622,0.6201163846968589,0.03155530469097972,0.821191243368079,0.610973753944765,0.127182819379275,0
0.485253254034027,0.547372437854339,0.536110070132234,0.6005635711094139,0.600772568068147,0.0555724263589432,0.199654460410434,0.199654460410434,0.199654460410434,0.2205729412877,0.0968976467714356,0.175114860284703,0.264183975569387,0.0696556519636001,0.9303443480364,0.0968863484619017,0.174127139733052,0.392573664096244,0.8141215001479318,0.276228966147915,0.0844171466570272,0.0492049213478123,0.945216038122951,0.622748071159249,0.0252168235067669,0.8048517405059291,0.6005617958949521,0.0553500202083554,0
0.60483595768537,0.647786742259049,0.638363938112319,0.6168076795572149,0.6168076795572149,0.2256301245065289,0.1976317896422399,0.1976317896422399,0.1976317896422399,0.26302354164697,0.1464864424721109,0.2200045190931689,0.26457405723788,0.102881156090335,0.897118843909665,0.146440959499731,0.219078500867205,0.4053617059767979,0.8278109719819521,0.439172457740015,0.0668262359551986,0.0844485648445814,0.955725339439103,0.655664377809688,0.0237887108819939,0.858141978050989,0.616807912029171,0.0368393313306894,0
0.556915126992639,0.6199302224160489,0.6150222174634621,0.6078856714567811,0.607892878248461,0.0,0.210399898866462,0.210399898866462,0.210399898866462,0.250449087642999,0.100806123279863,0.198237553664231,0.264083735459356,0.0610696254194758,0.938930374580524,0.1008272672496619,0.197262649875575,0.39437145247733,0.7500905453735559,0.117351020958933,0.0117014581686787,0.0528110844645577,0.951153079798554,0.6017937064481861,0.0487670354513888,0.843461756639148,0.6078819965275439,0.063159464851637,0
0.418076341832009,0.466855647623201,0.47234862680015,0.546044192046585,0.548458467259546,0.0,0.191310943491635,0.191310943491635,0.191310943491635,0.190224071097665,0.0745867600358277,0.135120885742261,0.263193230295825,0.1020346464310549,0.8979653535689449,0.074535476411484,0.1441444838247489,0.383041993622939,0.7571655720393199,0.134948143622842,0.0322047030854349,0.0562719812575375,0.9166590380806,0.4985150338856429,0.0426911040560794,0.7599387455341201,0.546042793492627,0.037169027664168,0
0.519475454589772,0.544755778456171,0.5594517907810911,0.6403018204355789,0.6403018204355789,0.3752404089482739,0.172980489654882,0.172980489654882,0.172980489654882,0.218398411647915,0.1012946828434169,0.1740604052120209,0.263075117918114,0.0430510626719473,0.956948937328053,0.10125881414171,0.173048789684036,0.393500825399697,0.903900879126494,0.455415253320481,0.066174934858336,0.0453817599143187,0.9342089431090008,0.673051357962748,0.0099452563429308,0.804137456312248,0.6402987484358521,0.0888366086293201,0
0.5277628820747821,0.574411251635412,0.571550939557792,0.6079411076558007,0.607330748497384,0.11505230247759533,0.194302810669588,0.194302810669588,0.194302810669588,0.233052850524723,0.122139890888364,0.189500640204866,0.26387082235743,0.106932309459745,0.893067690540255,0.122111485661244,0.186418822109946,0.3956038986002129,0.8588433432887909,0.310904170680347,0.0344657237734859,0.0855146238407916,0.9378741945154648,0.591022127889273,0.0198758039820918,0.8166207099571441,0.6074275812639599,0.0353401109818469,0
0.617023351045678,0.6454971652856519,0.6450024091225439,0.624583807780452,0.624583807780452,0.264196781050714,0.2461337491045469,0.2461337491045469,0.2461337491045469,0.281459771201664,0.1746600439703609,0.248248851397153,0.264493243505762,0.0733440154790338,0.926655984520966,0.174670640155031,0.2406756654852579,0.399176861672056,0.873952674710692,0.656103775022349,0.466479331890722,0.0576973137804653,0.972401851975482,0.657361163580484,0.0141033071532321,0.8542866833874191,0.624581681342411,0.0524957581143986,0
0.529176619704578,0.6003597906672479,0.584346057069436,0.603842661324032,0.603712939073783,0.0511185342646017,0.211664068096583,0.211664068096583,0.211664068096583,0.252907251583625,0.107075971012133,0.202154101077051,0.263999813506772,0.112948574538199,0.8870514254618008,0.107064341198886,0.201251790965991,0.396135320322923,0.75534681539863,0.275077178903202,0.0311397525905819,0.113829390267161,0.9544091545229828,0.5764580393337779,0.0461614003284929,0.8348570439229159,0.603844074254099,0.0332990261734214,0
0.3954077901818359,0.44608591365024,0.440494673162375,0.602740022196918,0.5994753455656611,0.0,0.152711642998609,0.152711642998609,0.152711642998609,0.191169518767136,0.0832179789919388,0.150561120735106,0.26327015875236,0.177222843667805,0.822777156332195,0.0831989838292051,0.149581479526431,0.385371203726736,0.803252661882594,0.799251518902924,0.1241319454766636,0.1821602907959839,0.8917455239921109,0.518748714799268,0.0364720841571803,0.7476240856094019,0.602739365321075,0.0199583886574488,0
0.509725539901526,0.59687091146969,0.558327533593875,0.597536718603612,0.5975223050202509,0.119850187265918,0.193544309131516,0.193544309131516,0.193544309131516,0.2268128959062119,0.0916863447601987,0.196655871055208,0.264383678734333,0.137860144511292,0.862139855488708,0.0917566401224616,0.1936731769851439,0.38997308970851,0.7535570383973409,0.298291790640072,0.0367764916378193,0.0968661335661121,0.941776311215697,0.589779665212564,0.0467110646886839,0.827171793511616,0.5975338510988101,0.0266960111870145,0
0.497391897820894,0.5498255560401221,0.544836447347288,0.6017238645699711,0.6017238645699711,0.313796943010426,0.180986894778981,0.180986894778981,0.180986894778981,0.220100217452964,0.0899763862877616,0.175491451382089,0.263744939428554,0.0326208543701061,0.967379145629894,0.0900955917077857,0.1744513988387,0.3886049614436579,0.766873037602612,0.136193648304274,0.0158728996981225,0.0334410066470026,0.935142238629223,0.5584953368289169,0.0312618493474147,0.8070346740914731,0.601718612955322,0.115103595987785,0
0.436503680592795,0.482773658962058,0.486214465442475,0.601471626861154,0.601493247236195,0.0,0.159327461969576,0.159327461969576,0.159327461969576,0.197976741987331,0.0888364139728035,0.15432703170897,0.262560707430978,0.192006530217372,0.807993469782628,0.0887846662432622,0.153359475152703,0.38936252006965,0.8269267180936821,0.554313287335343,0.181411710393767,0.162867831639227,0.922141948340129,0.5934303277134606,0.0316302508046957,0.7672033741066501,0.60146953026766,0.0181221246535245,0
0.4905182079656799,0.5703227213257739,0.55313453611007,0.604404791075109,0.604325516366624,0.0,0.1768994142682569,0.177742193755004,0.177742193755004,0.224165642431691,0.0951876882989984,0.17631995179634,0.2641466769237939,0.0616440426882728,0.938355957311727,0.0952090152588467,0.1749717215896239,0.3919857081477129,0.8241355490929009,0.3611480801784129,0.09302283072324,0.0591857179209885,0.938715659119713,0.581278703215213,0.0201178096896325,0.81747560215077,0.604403346601135,0.0625884728089539,0
0.5861648710573779,0.6347579590056689,0.623695058621982,0.616274376972859,0.60667493045446,0.191112460775382,0.219333361425983,0.219333361425983,0.219333361425983,0.2793797863288269,0.150883478544093,0.2350681629886269,0.265356551740215,0.15841823623666,0.8415817637633399,0.148908104939176,0.2302918331950829,0.4321137016349699,0.823817472902856,0.369549879656225,0.0213747697027732,0.069736746897874,0.949167607320969,0.5934303277134606,0.0221222021135591,0.841239842028079,0.616269745952489,0.0227717649038934,0
0.608735923560669,0.625817706061928,0.6306012099148779,0.6135574165093179,0.613643898009484,0.286668691163073,0.1892882727234419,0.1892882727234419,0.1892882727234419,0.239765528977971,0.106831691230356,0.198990735859004,0.2646680809069789,0.0349185234452943,0.965081476554706,0.106828211767388,0.197081668049167,0.406492390493205,0.8309181843995121,0.3393466741918859,0.0480805091468456,0.0125381515528694,0.95198492253059,0.608193959248043,0.0058364825291375,0.845025456835251,0.613558036457098,0.108061446780068,0
0.523472919611953,0.561709550806803,0.553884040901547,0.6438547687340551,0.6438547687340551,0.48365219151736,0.180776199907294,0.180776199907294,0.180776199907294,0.221707478491065,0.1031674945037049,0.181667545379227,0.263803995617409,0.0190162348459655,0.9809837651540352,0.103180419170453,0.180567076389413,0.3952194658646339,0.9396089591445392,0.752561307953326,0.5926635383417471,0.0110586267402324,0.9397104481829228,0.59029393336922,0.0022086565272657,0.814017845142811,0.643854485334577,0.1845558558601,0
0.4516647979330179,0.519952027911034,0.513839070614059,0.6012914570691421,0.6012914570691421,0.0,0.1793434747798239,0.1793434747798239,0.1793434747798239,0.21026756169046,0.0854164970279293,0.161105671461927,0.262702131462185,0.122592738156423,0.877407261843577,0.0854299998371521,0.161646934620315,0.3905836593473689,0.8404857943896701,0.459145218866116,0.159291607667746,0.0821425713537386,0.93159298007298,0.545993965907851,0.0216145382602093,0.7898146441441509,0.601291429743099,0.0304359357094476,0
0.514795495539414,0.5686873092019189,0.560201295572568,0.6134493146341109,0.611950301964571,0.185848770118433,0.180902616830306,0.180902616830306,0.180902616830306,0.2259619930036869,0.105447439133621,0.181818181818182,0.264197185506368,0.1120718323910869,0.887928167608913,0.1054114351784,0.1801372445516929,0.394529748309627,0.7712226946127559,0.2816986614196961,0.0343951857036813,0.0875350160634037,0.937361642961141,0.575997445178786,0.0382040974991309,0.8140444976910859,0.613448595992228,0.0335845044395127,0
